,edit_history_tweet_ids,id,text,lang
16,['1651942042249969664'],1651942042249969664,"would it be possible for you to not advertise on g.b. news , thanks 😀
purecremation skyuk jet2tweets
goldenleavesuk moneysupermkt
fireawaypizza belgicaweb
chumsclothinguk homestoreint
postcodelottery rolex selectspecs 
pepsi ",en
17,['1651941837173821440'],1651941837173821440,"the best way to rise up is to be bold, brave and you! take the leap and rise up baby with light buzz media.

pepsiriseupsamantha lightbuzzmedia digitalmarketing digitalmarketingagency socialmediaagency marketingagency pepsixsamantha pepsiriseupbabyxsamantha pepsi",en
18,['1651941450454794243'],1651941450454794243,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
19,['1651941413616238592'],1651941413616238592,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
20,['1651941338215243776'],1651941338215243776,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
21,['1651941302408298500'],1651941302408298500,excited to start final round of cityofcincy recycling hackathon! kickoff with mayor aftabpureval councilwoman votelizkeating today's gonna be great! pepsi cokeccbcc ,en
22,['1651941243474280448'],1651941243474280448,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
23,['1651941155729444866'],1651941155729444866,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
24,['1651940468324745216'],1651940468324745216,commanders emmanuelforbes7 pepsi our roster is going to be stacked this year!,en
25,['1651940440634019841'],1651940440634019841,"rt vitalyvtennant: start offering pricing lifetime plans/memberships. in terms of  hardware to software, from hosting to plugins r…",en
26,['1651940299642486784'],1651940299642486784,"rt vitalyvtennant: start offering pricing lifetime plans/memberships. in terms of  hardware to software, from hosting to plugins r…",en
27,['1651940230943981568'],1651940230943981568,"rt vitalyvtennant: start offering pricing lifetime plans/memberships. in terms of  hardware to software, from hosting to plugins r…",en
28,['1651940033799094274'],1651940033799094274,"start offering pricing lifetime plans/memberships. in terms of  hardware to software, from hosting to plugins remember, wherever there is a mcdonalds, there is a burgerking, similarly, cocacola pepsi e.g. unstoppabledomains,  , web services",en
34,['1651933997054951425'],1651933997054951425,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
35,['1651930936219664386'],1651930936219664386,"life can be tough sometimes, but with the help of my favorite drink pepsi and the amazing music from sam, i know i can rise up and face any challenge. let's do this!pepsiwithsam
",en
37,['1651930724273111040'],1651930724273111040,"take a break from your busy day and treat yourself to the refreshing taste of pepsi. your taste buds will thank you pepsiwithsam
",en
38,['1651930681411518466'],1651930681411518466,"take a break from your busy day and treat yourself to the refreshing taste of pepsi. your taste buds will thank you pepsiwithsam
",en
39,['1651930637161627651'],1651930637161627651,"if there's one thing that can always quench my thirst, it's a cold can of pepsi. what's your go-to drink
pepsiwithsam
",en
40,['1651930593356050432'],1651930593356050432,we're about to kick off one of the nation's most ambitious recycling hacks featuring 10 startup finalists pitching cityofcincy kroger proctergamble fifththird pepsi cocacola rumpkenews madtreebrewing.  mayor aftabpureval kicks us off at 9 am est. come on down! ,en
41,['1651930586175660034'],1651930586175660034,"if there's one thing that can always quench my thirst, it's a cold can of pepsi. what's your go-to drink
pepsiwithsam
",en
42,['1651930475458330624'],1651930475458330624,pepsi put your recipe back!!! the new ingredients are awful!!! freedom for sugar!!,en
43,['1651930194716901379'],1651930194716901379,have your executives ever watched gbnews a channel of hateforhirejournalists  hateforhirejournalists  a channel you support. bye pepsi ,en
45,['1651928981761843205'],1651928981761843205,pepsico pepsi secure and sure betting tips from scott_bookies can't lose in betting again.boooooooooooom💥💥💥 ,en
47,['1651928325550481408'],1651928325550481408,mjjconspiracy pepsi sony jacksons good morning. i'll slide in your dms so we can chat about it. 😄,en
48,['1651928246940835844'],1651928246940835844,"purecremation
skyuk
jet2tweets 
moneysupermkt
fireawaypizza
belgicaweb
chumsclothinguk
homestoreint
postcodelottery
rolex
 selectspecs &amp; 
pepsi

why do you support the hate, transphobia, racism, homophobia, and anti-democracy of gb news?

stopfundinghate ",en
1,['1651927048296751104'],1651927048296751104,"hey pepsi it's april 28, 2023 at 02:31pm and i still don't have a pepsi holiday spice in my hands.",en
2,['1651926669517811712'],1651926669517811712,"🏴‍☠️ hi pepsi pepsico_uk pepsimaxuk 
i drink a lot of diet pepsi. a lot! 
probably too much.
but seeing you fund a tv channel which broadcasts far right bigotry and conspiracy theories is worrying.
i'm gay. i can't drink your product when support… ",en
3,['1651926306425061377'],1651926306425061377,"old taste, new bottle, campa cola is making a comeback. most of us weren’t around when it was a hit, so let’s go down the nostalgia road for those who drank campa and those who have no idea about it. 

newsmo campacola pepsi | jessica_goel ",en
6,['1651924748564062213'],1651924748564062213,commanders emmanuelforbes7 pepsi fromstatetosundays hailstate,en
9,['1651923448082432002'],1651923448082432002,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi postcodelottery can we hear from you on this? i’d like to understand the why before i cancel my direct debit.,en
10,['1651923430164267009'],1651923430164267009,"day 34 of asking pepsico to bring sobe back to florida
                       
                    bringsobeback

                             pepsi ",en
11,['1651923044275740673'],1651923044275740673,"bossboy281 pepsi hi there, thank you for reaching out! we apologize this is not currently available in your area. we hope to see it here in the future.",en
16,['1651921164695109633'],1651921164695109633,"
there is no data attached for legal purpose recipients if this method was created for pablo or pepsi",en
17,['1651921093035270145'],1651921093035270145,"stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi rolex!  i'm cancelling my order forthwith 😉, how much is an ad break on gb news? the above must be losing more in product boycotting then profit.",en
18,['1651921015532933120'],1651921015532933120,"just bought a bottle of pepsi, and it was absolutely revolting. look in to it, and they have changed the recipe.
that's me done with one of my favourite drinks, never getting this rubbish again.
thanks pepsi",en
24,['1651919549166505984'],1651919549166505984,"hey pepsi it's april 28, 2023 at 02:01pm and i still don't have a pepsi holiday spice in my hands.",en
25,['1651919458976317440'],1651919458976317440,"rt garyhh2628: the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wiscons…",en
26,['1651919439896489984'],1651919439896489984,"a new year is a highly anticipated event every year and pepsi's marketingstrategy truly brought in its good wishes to its customers that odmgroup featured in their article below!

we're eager to know foodbev's insight into this!
",en
28,['1651919178389913600'],1651919178389913600,"april 28, 2023 at 01:59pmhey pepsi it's april 28, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",en
29,['1651919070457913350'],1651919070457913350,"hey pepsi it's april 28, 2023 at 01:59pm and i still don't have a pepsi holiday spice in my hands.",en
31,['1651917453570482179'],1651917453570482179,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection
fitnessjourney physique powerlifting gymtime pilates instafitness",en
32,['1651917375481028608'],1651917375481028608,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection fitnessmodel fitnessaddict personaltrainer fitnessgirl gymmotivation",en
33,['1651917319583531009'],1651917319583531009,"rt tabymrkennedy: dxy
dollar remains king. as this begins to attack resistances, the meltdown starts on all risk assets.

dxy btc  xau…",en
34,['1651917265640538113'],1651917265640538113,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection fitness gym workout fitsporation bodybuilding fitnessmotivation yoga gymlife crossfit",en
35,['1651917150024499208'],1651917150024499208,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection geneticengineering genomics biotecnologia microscopy sciencefacts biologyteacher physics",en
37,['1651917043581452290'],1651917043581452290,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection microbiologylab engineering education sciencememes biologynotes
pharma bhfyp lablife",en
38,['1651917036589830145'],1651917036589830145,"rt pepsiindia: duniya kheechegi neeche, you just rise up baby! 🖤😎
 pepsi pepsiindia pepsiriseupbaby ",en
39,['1651916936077246464'],1651916936077246464,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection microbiologia healthcare pharmacy scientists biologia lifesciences doctor nature gene",en
40,['1651916827105153025'],1651916827105153025,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection bioinformatics covid zoology microscope bacteria health biologist immunology technology",en
41,['1651916715800887298'],1651916715800887298,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection chemistry biotechnologystudent biologystudent bio biologymemes lifescience neet",en
42,['1651916589439102978'],1651916589439102978,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection scientist dna medicine laboratory biotechnologist cellbiology lab microbiologist medical",en
43,['1651916473885941760'],1651916473885941760,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection biology science microbiology biotech biochemistry molecularbiology research genetics",en
44,['1651916365945614338'],1651916365945614338,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection sustainable cannabiscommunity plants stayhealthy india healthy organicproducts biotechnology",en
46,['1651916240032497665'],1651916240032497665,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection sustainability cannabis organicvegetables regenerativeagriculture healthyliving farmers",en
47,['1651916128665387009'],1651916128665387009,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection permaculture sustainableliving bio organiclife farmersmarket fruits healthyeating",en
0,['1651915970947043330'],1651915970947043330,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection sustainablefarming healthylifestyle vegan garden vegetables food farmer knowyourfarmer",en
3,['1651915843809181697'],1651915843809181697,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection farm farmtotable urbanfarming growyourownfood healthyfood nature gardening growyourown",en
4,['1651915759193292800'],1651915759193292800,"stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi pepsico_uk pepsimaxuk yes, i assumed the first time it was just a mistake.
but seeing them continue to advertise with gbnews looks like a deliberate policy",en
5,['1651915711961260032'],1651915711961260032,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection organicfarmin organic organicfood farming organicgardening agriculture farmlife organicfarm",en
6,['1651915584131547140'],1651915584131547140,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection estateplanning buildwealth moneymoves goals wealthadvisor fintech wealthplanning",en
7,['1651915455664193537'],1651915455664193537,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection financial assetmanagement wealthylifestyle wealthbuilders investmentmanagement healthinsurance",en
8,['1651915303499051009'],1651915303499051009,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection wealthbuilder realestate investor wealthcoach motivation wealthgenerators financialadviser",en
9,['1651915180647776256'],1651915180647776256,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection bhfyp mutualfunds wealthylife wealthy financialeducation wealthymindset savings financetips",en
10,['1651915054608965635'],1651915054608965635,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection financialplanner financialgoals lifeinsurance success financialindependence stockmarket",en
11,['1651914935327227904'],1651914935327227904,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection consumersentiment investments invest insurance entrepreneur business financialadvice",en
12,['1651914798861373440'],1651914798861373440,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection financialservices financialliteracy consumerspending consumerprotection consumers",en
13,['1651914669769084929'],1651914669769084929,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection researcher scientist. wealthcreation wealthmindset retirementplanning personalfinance",en
14,['1651914529092116480'],1651914529092116480,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection biotechnology scicomm healthsupplement biologist laboratorylife scientists molecularbiology",en
15,['1651914402080145408'],1651914402080145408,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection financialfreedom investing financialadvisor finance wef pepsi wisconsin lifesciences",en
17,['1651914254549745665'],1651914254549745665,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection alllivesmatters wealthmanagement wealth financialplanning wealthbuilding investment money",en
18,['1651914113604284416'],1651914113604284416,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection pneumonia su2c worldpolioday iftheshoefits wbw2020 metoo breastfeeding thisisdiabetes",en
19,['1651913957156831234'],1651913957156831234,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection blackhistorymonth thisisdiabetes breathebetter nsad counselling, worldpneumoniaday,",en
20,['1651913823002021889'],1651913823002021889,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection permaculture foodforest boldactions4food antimicrobialresistance antibiotics preterm",en
21,['1651913693641203712'],1651913693641203712,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection immunology worldfoodsafetyday globalfoodcrises farminghelp regenerativeagriculture",en
22,['1651913557842317313'],1651913557842317313,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection fightfoodcrises foodcoalition agenda2030 4betters foodsystems lifeismeantforliving",en
23,['1651913422634614790'],1651913422634614790,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection moveformentalhealth preterm staywell wellbeing farminghelpawarenessweek immunesystem",en
24,['1651913400866443264'],1651913400866443264,storystratford pepsi sony jacksons 'twas a random thought. which pictures do you mean?,en
25,['1651913141926723588'],1651913141926723588,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection selfcare wellbeing wellness nutrition globalhealth globalhealthcare worldfoodday",en
26,['1651913000196947969'],1651913000196947969,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection development personaldevelopment lifesciences integrativehealth complementaryhealth lifestyle",en
28,['1651912802100039680'],1651912802100039680,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection stayfit aloeveraskincare aloeveragel supportlocal homegrown farmfresh climateaction",en
29,['1651912657014870021'],1651912657014870021,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection success gym lifestyle fintec organicfarmer healthtips organicgarden harvest nongmo",en
30,['1651912507424923651'],1651912507424923651,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection integrativemedicine holisticwellness holistichealing holistichealth wellness happy support",en
31,['1651912355939250181'],1651912355939250181,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection farmersmarketweek bellflowerca hollistic heal healing naturopath alternativetherapy",en
32,['1651912193527496705'],1651912193527496705,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection holistic ageing comorbidities science patientsafety patientsafetyday patientadvocacy health",en
33,['1651912044633784320'],1651912044633784320,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection physics chemistry fitness lifescience pharma vitamins herbal complementarymedicine",en
34,['1651911898172932097'],1651911898172932097,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection adapt innovation change energy repoiventuring transformation ferrari hospital biology",en
35,['1651911799443267593'],1651911799443267593,rt alienovicho: $pep rallied into new ath after taking december 2022 peak which created a new daily bullish sequence for the stock against…,en
36,['1651911747572318208'],1651911747572318208,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection stakeholdercapitalism patientadvocacy openinnovation ecosystem moneyflows ideaction evolve",en
37,['1651911597403648001'],1651911597403648001,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection climateaction healthcare selfcare sandoz development living finance esg",en
38,['1651911549957840900'],1651911549957840900,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
39,['1651911545469947909'],1651911545469947909,"rt dp_karthik: .samanthaprabhu2 absolutely slays in the latest pepsi ad 😍👌🏻 smart, sexy &amp; totally owning it 🔥 ",en
40,['1651911452976984064'],1651911452976984064,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection designthinking designsprint socialentrepreneurs culture leadership business intrapreneurship",en
41,['1651911319614889984'],1651911319614889984,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection climate innovation creativity entrepreneurship future management strategy startups",en
42,['1651911207857672193'],1651911207857672193,pepsico pepsi cancer is cominggg browsskiiii,en
43,['1651911161334448128'],1651911161334448128,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection choosesandoz economicgrowth innovation aheadtogether euorganic health esg climatechange",en
44,['1651911013401231360'],1651911013401231360,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection scientistlife phdchat pharmaceuticals biology biological immunology postdoc biotechnology",en
45,['1651910928127111169'],1651910928127111169,"rt pepsiindia: duniya kheechegi neeche, you just rise up baby! 🖤😎
 pepsi pepsiindia pepsiriseupbaby ",en
46,['1651910822803697665'],1651910822803697665,"the game-changing power of modern selfcare



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection wef pepsi productivity  propertyrights freemarkets workers prosperity niper medical",en
47,['1651910599125893120'],1651910599125893120,"summer just isn't complete without the sweet, fizzy goodness of a cold can of pepsi. ☀️pepsituterakarxsamantha
",en
48,['1651910547070398464'],1651910547070398464,"raise your hand if you love the sound of a fresh can of pepsi cracking open on a hot day!pepsituterakarxsamantha
",en
49,['1651910469136044033'],1651910469136044033,"when life gives you lemons, reach for a can of pepsi instead!pepsituterakarxsamantha
",en
0,['1651910084379680773'],1651910084379680773,kentstormchaser pepsi cocacola_gb its so sad pepsi (uk) replaced 57% of sugar in regular pepsi with diabetes forming cancer giving artificial sweeteners and all to avoid a sugar tax? pepsi was the last drink available without these harmful man made substances and they have just killed there own brand doing it.,en
2,['1651909259968249858'],1651909259968249858,professoravi julianfday purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi a little bit more background here: ,en
3,['1651908558173224960'],1651908558173224960,tonybirdlondon purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi pepsico_uk pepsimaxuk it seems like such a mismatch with pepsi's other public statements too! ,en
5,['1651908185957998592'],1651908185957998592,"professoravi julianfday purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi the challenge for gb news is that their core audience is really a very small % of the uk population. advertisers also have many alternative ways of reaching that audience without aligning with such toxic content, so it's no surprise that most major brands steer clear!",en
8,['1651906726029934596'],1651906726029934596,"pogdigital nike blockbuster nerf mtv pepsi pokemon jumpman23 shaq cocacola slimjim thesimpsons nickelodean totally misses the point why pogs were so popular though. i want to easily and affordably buy real, physical pogs not thin air ones.",en
9,['1651906521658449920'],1651906521658449920,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
10,['1651906362966941696'],1651906362966941696,"海南島でペプシ如何ですか？

海南航空/hainan airlines 
boeing 737-84p, b-1501
pepsi livery 
 pvg, march 2023
avgeek boeing b737 pepsi ペプシ 飛行機が有る景色 hainanairlines ",en
13,['1651902252658073601'],1651902252658073601,stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi i cannot believe that was broadcast. this must be a hate crime. utterly disgraceful.,en
15,['1651901762360553475'],1651901762360553475,"when life gives you lemons, reach for a can of pepsi instead pepsituterakarxsamantha
heritagefestivalgoa2023",en
16,['1651901675328901122'],1651901675328901122,"summer just isn't complete without the sweet, fizzy goodness of a cold can of pepsi pepsituterakarxsamantha
heritagefestivalgoa2023",en
17,['1651901613001568256'],1651901613001568256,"raise your hand if you love the sound of a fresh can of pepsi cracking open on a hot day
pepsituterakarxsamantha
heritagefestivalgoa2023",en
18,['1651900543332171778'],1651900543332171778,"stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi not really big advertising 😂the big boys don't want to touch this racist hate channel thank god,those who advertising are losing a lot of customers.",en
21,['1651899914744393729'],1651899914744393729,jmdr22 darkhouse6six pepsico pepsi also that's not an oreo,en
23,['1651899277612924931'],1651899277612924931,"we are a global human development (modern selfcare) success story. people first, human powered and people focus



financialfreedom investing financialadvisor finance wef earthday pepsi wisconsin withpatientsinmind lifesciences socialprotection",en
30,['1651897239067934720'],1651897239067934720,"stopfundinghate purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi hi pepsi pepsico_uk pepsimaxuk 
i drink a lot of diet pepsi. a lot! 
probably too much.
but seeing you fund a tv channel which broadcasts far right bigotry and conspiracy theories is worrying.
i'm gay. i can't drink your product when support this hatred against my community",en
32,['1651896770207653891'],1651896770207653891,"we are a global human development ( modern selfcare) success story.  people first, human powered and people focus



wef forwardlooking  earthday2023 earthday wisconsin ferrari pepsi withpatientsinmind socialprotection wef pepsi",en
33,['1651896354023538688'],1651896354023538688,"dxy
dollar remains king. as this begins to attack resistances, the meltdown starts on all risk assets.

dxy btc  xauusd silver xagusd gbpusd eurusd usdcad usdjpy uranium pepsi  mcdonalds coke nike gold xagusd usdjpy
mrkennedyta ",en
35,['1651895286988693505'],1651895286988693505,"medikalife pl do expose those who do frauds with healthcare startups. keval baxi kevalbaxi of codal gocodal is a suitable example who crushed samecondition
pepsi
united bar_geron getbalancehq shopify bigcommerce daniellfarris danielfertig harleyf 
b2bonline ",en
37,['1651894280569364483'],1651894280569364483,"""have you seen the new pepsituterakarxsamantha yet? 🥤💥 the refreshing taste of pepsi paired with the spunky energy of samantha akkineni is a match made in heaven!  pepsi samanthaakkineni refreshment"" ",en
41,['1651893230114422787'],1651893230114422787,"stopfundinghate julianfday purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex pepsi this is what it says on their website:
""advertising with gb news is an easy and cost-effective way to grow your business fast and appeal to your target audience.""
it is unsavoury to imagine, but racists and xenophobes need to get to somewhere sunny for their holidays somehow!",en
42,['1651892437944610819'],1651892437944610819,"$pep we’re continuing to expand our beverages and convenient foods offerings: pepsi, chestercheetah, quaker and more pepearnings   ",en
48,['1651889569560924160'],1651889569560924160,"rt pepsiindia: duniya kheechegi neeche, you just rise up baby! 🖤😎
 pepsi pepsiindia pepsiriseupbaby ",en
49,['1651889465386758144'],1651889465386758144,"pepsi’s new campaign aims to inspire every woman to own their life with unwavering self-confidence, authenticity, and mettle.
_

pepsi samantharuthprabhu genderequality genderstereotypes women womenempowerment empowerment selfconfidence campaign…  ",en
0,['1651889041510481920'],1651889041510481920,the pepsi is cold and the weather is warm—who else is ready for a great weekend?  ,en
3,['1651887641749606400'],1651887641749606400,"$pep we’re continuing to expand our beverages and convenient food offerings: gatorade, doritos, pepsi and more pepearnings   ",en
4,['1651887532379099136'],1651887532379099136,"ಪೆಪ್ಸಿ ಹೊಸ ಜಾಹೀರಾತಿನಲ್ಲಿ ರೈಸ್ ಅಪ್ ಬೇಬಿ ಎಂದು ಕರೆ ನೀಡಿದ ಸಮಂತಾ 
pepsi advetisement viralpost postviral relationships samantha samantharuthprabhu pepsixsamantha riseup 

",en
9,['1651884999874838528'],1651884999874838528,"rt suhas_dore__: happiest birthday sam😙💞
samanthaprabhu2 thenameisyash 

yash19 samantharuthprabhu yashboss
pepsi …",en
17,['1651882565857312769'],1651882565857312769,"pepsico pepsi ☎️call/whatsapp 0209081112 or 0507457889 to shop📦

visit our shop on instagram 

pamperyourfeet pamperyourfeet_ pamperyourfeetgh smileyfeet happyfeet sneakerhead sneakers ",en
18,['1651881788527071234'],1651881788527071234,pepsico pepsi pepsi just dey try their best shaaaa,en
20,['1651881630808649729'],1651881630808649729,pepsico pepsi fathelafrank,en
21,['1651881622143406082'],1651881622143406082,🏴‍☠️ this month's gb news advertisers include purecremation skyuk jet2tweets goldenleavesuk moneysupermkt fireawaypizza belgicaweb chumsclothinguk homestoreint postcodelottery rolex selectspecs &amp; pepsi  ,en
23,['1651880236697665536'],1651880236697665536,"check out seiko kinetic prospex rare pepsi scuba200m sbcz013 5m62-0bl0 sn 130127 full box seiko vintage pepsi  
 ebay via ebay",en
31,['1651874141786472449'],1651874141786472449,"pepsi's custom water bottle surely quenches the thirst of nfl fans in this promotion!

check out more details of the marketingcampaign in odmgroup!
",en
36,['1651870775383670790'],1651870775383670790,👍 on youtube: ඇයි pepsi වෙනස් උනේ   🤔 🤔? madushankawijewickrama businessthirdeye pepsi brands ,en
39,['1651869488155967488'],1651869488155967488,pogdigital nike blockbuster nerf mtv pepsi pokemon jumpman23 shaq cocacola slimjim thesimpsons nickelodean ,en
43,['1651867441683890176'],1651867441683890176,rt rasikarajano1: samantharuthprabhuhot samantha samanthahot samantharuthprabhu𓃵 pepsixsamantha pepsi armpitslover armpitaddict a…,en
45,['1651866343631724546'],1651866343631724546,"pepsico pepsi dark magic stone code：zg5g87kq 
lightning magic stone code：x8ab4d7a

water magic stone code：zwb5kyj8

dark magic stone  code：z779p4ky ",en
